Name,Phone_Number,Category,Sub_Categories,Website,Rating,Review_Number,Working_Hours,Media,Place_Google_ID,Longitude,Latitude,District,City,Pics_Number,Logo,Description,Description_AR,Zip,Price_Range,Verified,Amenities,Full_Address,Order_Link,Reservation_Link,Average_Bill,Status,HudHud_Media,Google_Link,Store_Front,Is_Landmark
فني كاميرات مراقبه شبكات وسنترال,,Camera store,Camera store,,4.2,6.0,1: 9 AM–9 PM|2: 9 AM–9 PM|3: 9 AM–9 PM|4: 9 AM–9 PM|5: 9 AM–9 PM|6: Closed|7: 9 AM–9 PM,['https://lh5.googleusercontent.com/p/AF1QipMsXmhw9a62g5fo9nX1fMXfUCrMUwz-kEeOU9EW=w408-h724-k-no'],ChIJ7W903OsDLz4Rrw3CMJj7qSU,46.6877446,24.6825547,Al Olaya,Riyadh,10.0,https://lh5.googleusercontent.com/-p4s4BqR8ioI/AAAAAAAAAAI/AAAAAAAAAAA/EnIxjO978qQ/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,In-store shopping|Delivery,SA|Riyadh|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ7W903OsDLz4Rrw3CMJj7qSU,[],
مريم أحمد للتصاميم الداخلية,+966 53 332 5238,Interior designer,Interior designer,https://www.instagram.com/memhamali/,5.0,6.0,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipPbI6fY8ZAm79eCpSG7lh2Y_M8KUZJfsa8dKDoV=w408-h306-k-no'],ChIJGTXdKc8DLz4RajFLqs0SZtI,46.6801153,24.6992961,Al Olaya,Riyadh,11.0,https://lh6.googleusercontent.com/-xyse7vla-ug/AAAAAAAAAAI/AAAAAAAAAAA/AswCeLYDsdU/s44-p-k-no-ns-nd/photo.jpg,,,12222.0,,Claimed business,,SA|12222|Riyadh|حي|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJGTXdKc8DLz4RajFLqs0SZtI,[],
Barber Shop,,Barber shop,Barber shop,,4.5,6.0,1: 9:30 AM–10 PM|2: 9:30 AM–10 PM|3: 9:30 AM–10 PM|4: 9:30 AM–10 PM|5: 9:30 AM–10 PM|6: 9 AM–10 PM|7: 9:30 AM–10 PM,['https://lh5.googleusercontent.com/p/AF1QipNkKd7MM4JfGQrjxGPRCpuDbgoJftj9dkKDfwH0=w408-h725-k-no'],ChIJt6F7bc8DLz4RrKC5GzAqkCE,46.6911302,24.6769344,Al Olaya,Riyadh,11.0,https://lh3.googleusercontent.com/-snr80IjW-jc/AAAAAAAAAAI/AAAAAAAAAAA/hQQwfuO8qnc/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|Riyadh|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJt6F7bc8DLz4RrKC5GzAqkCE,[],
مؤسسة سليمان حمد السعيد للتجارة,+966 11 465 2633,Bathroom supply store,Bathroom supply store|Plumbing supply store,,4.8,6.0,"1: 7 AM–12 PM, 4–9 PM|2: 7 AM–12 PM, 4–9 PM|3: 7 AM–12 PM, 4–9 PM|4: 7 AM–12 PM, 4–9 PM|5: 7 AM–12 PM, 4–9 PM|6: Closed|7: 7 AM–12 PM, 4–9 PM",[],ChIJr-zlBEoDLz4Rmoq5bno-fl0,46.6749443,24.6866684,Al Olaya,Riyadh,13.0,,,,,,Claim this business,Delivery,"SA|12313|Riyadh|MMPF+MX8, Al Takhassousi|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJr-zlBEoDLz4Rmoq5bno-fl0,[],
Four shopping market,+966 54 043 4086,Supermarket,Supermarket,,3.7,6.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipMTDOXPDMfFHRSmmBbBkJ-dChJi-dNbRR68__xR=w408-h544-k-no'],ChIJ5_4EbYwDLz4RXLgBkvq_RVM,46.6876379,24.6881188,Al Olaya,Riyadh,13.0,https://lh4.googleusercontent.com/-0XE_TFKBZtA/AAAAAAAAAAI/AAAAAAAAAAA/I_Cl5jt73I8/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,Delivery,SA|Riyadh|No. 32، شارع العليا|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ5_4EbYwDLz4RXLgBkvq_RVM,[],
Moon Travel Agency,+966 11 465 8208,Travel agency,Travel agency,http://www.moontravelksa.com/,3.7,6.0,"1: 9 AM–12 PM, 4–9 PM|2: 9 AM–12 PM, 4–9 PM|3: 9 AM–12 PM, 4–9 PM|4: 9 AM–12 PM, 4–9 PM|5: 9 AM–12 PM, 4–9 PM|6: Closed|7: 9 AM–12 PM, 4–9 PM",['https://lh5.googleusercontent.com/p/AF1QipO4X49hKCS_0sU0YonZn59eLW9HNco-kqvGoJGf=w408-h544-k-no'],ChIJR2Y3VSEDLz4Rh4mbhrmqqSM,46.6814234,24.7035957,Al Olaya,Riyadh,14.0,https://lh3.googleusercontent.com/-zi02RGc1TgY/AAAAAAAAAAI/AAAAAAAAAAA/lwpfHsh0zIA/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|11543|Riyadh|Mousa Bin Nusair Street|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJR2Y3VSEDLz4Rh4mbhrmqqSM,[],
دينا تبريد وتجميد DYANA.CO Logistic,+966 56 752 4704,Courier service,Courier service|Shipping service,,5.0,6.0,,['https://lh5.googleusercontent.com/p/AF1QipOpNerD0qXL9W1Nozqx4WKqPCV5f7he3l3oF4vd=w408-h272-k-no'],ChIJd_-b1GIDLz4R8IGnA78dvfM,46.686229,24.6876307,Al Olaya,Riyadh,14.0,https://lh6.googleusercontent.com/-Rei__PVlcbY/AAAAAAAAAAI/AAAAAAAAAAA/uSmUctosWbY/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|12211|Riyadh|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJd_-b1GIDLz4R8IGnA78dvfM,[],
Speakol | سبيكول لتقنية المعلومات,+966 9200 66699,Advertising agency,Advertising agency|Internet marketing service|Public relations firm,http://www.speakol.com/,5.0,6.0,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipOevFuAjJI0TDL-obU3-lvF3bwIm9lGYmpXVtx2=w408-h306-k-no'],ChIJTfNrXrEDLz4R65ks2dFMRTM,46.6914228,24.6989581,Al Olaya,Riyadh,14.0,https://lh3.googleusercontent.com/-pRT467o9yYA/AAAAAAAAAAI/AAAAAAAAAAA/p-U-qiJsOm8/s44-p-k-no-ns-nd/photo.jpg,,,12222.0,,Claimed business,,SA|12222|Riyadh|Mohammed Bin Abdulaziz|Al Olaya,https://speakol.com/contact-us,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJTfNrXrEDLz4R65ks2dFMRTM,[],
شركة تنظيف مكيفات سبليت بالرياض غسيل مكيفات,,Corporate office,Corporate office|Air conditioning repair service,,5.0,6.0,1: 7 AM–6 PM|2: 7 AM–6 PM|3: 7 AM–6 PM|4: 7 AM–6 PM|5: 7 AM–6 PM|6: Closed|7: 7 AM–6 PM,['https://lh5.googleusercontent.com/p/AF1QipMIWlo13v_di6eVnuQvubnLbp7K8Ul6aVXPC4iG=w408-h540-k-no'],ChIJA5QOttOnLz4Rpcr0XwAZ32s,46.6858012,24.6951531,Al Olaya,Riyadh,14.0,https://lh3.googleusercontent.com/-m6kYdVFzXuo/AAAAAAAAAAI/AAAAAAAAAAA/_Rm375Dt1ZM/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|12222|Riyadh|RHOA2181، 7654 Sahl Ibn Saad، 2181|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJA5QOttOnLz4Rpcr0XwAZ32s,[],
Al Anood Tower P+ Smart Parking,,Parking garage,Parking garage,,3.8,6.0,,[],ChIJVew-XGgDLz4Rxj6kbG9WzuE,46.6765044,24.7066722,Al Olaya,Riyadh,15.0,,,,12214.0,,Claim this business,,SA|Riyadh|PM4G+MJ6|Al Olaya,,,,open,"['https://drive.google.com/open?id=1SuVDfkAiO0lm5xEtEk9GthaGCpW_VamB', 'https://drive.google.com/open?id=1U1Y2a067xtp2qyOXub2nvdwzBIRDfrdF', 'https://drive.google.com/open?id=1eVZgRrnPP1C2FoGNQJuK6kvUb_ySNo-C', 'https://drive.google.com/open?id=1LayAuVzuTPQAPxB0sWjlFsXVeP7xKrBv', 'https://drive.google.com/open?id=1KzD2Mtfye_q6USL9hWppO4uZG83qo8Rp']",https://www.google.com/maps/place/?q=place_id:ChIJVew-XGgDLz4Rxj6kbG9WzuE,[],
تموينات هضاب التميز,,Supermarket,Supermarket,,4.7,6.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,[],ChIJr-OzQS8DLz4RJSA4Z_krYjI,46.6770331,24.6855651,Al Olaya,Riyadh,16.0,,,,,,Claim this business,Delivery,"SA|Riyadh|MMPG+6RF, Prince Sultan Bin Abdulaziz Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJr-OzQS8DLz4RJSA4Z_krYjI,[],
افاق هومز,+966 50 512 1665,Home goods store,Home goods store,https://afaqhomes.com/,3.7,6.0,1: 9 AM–6 PM|2: 9 AM–6 PM|3: 9 AM–6 PM|4: 9 AM–6 PM|5: 9 AM–6 PM|6: Closed|7: 9 AM–6 PM,['https://lh5.googleusercontent.com/p/AF1QipOydmxgIToAfGgb_AhhziwgtQIutdH5N3sSCYrq=w408-h306-k-no'],ChIJN2I47SoDLz4Rd8jZjU_hm6M,46.6876469,24.6819388,Al Olaya,Riyadh,16.0,https://lh5.googleusercontent.com/-EeXwNcHroVk/AAAAAAAAAAI/AAAAAAAAAAA/NMxawlwtj-o/s44-p-k-no-ns-nd/photo.jpg,,,12211.0,,Claimed business,In-store shopping|Delivery,SA|Riyadh|King Fahd Rd|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJN2I47SoDLz4Rd8jZjU_hm6M,[],
Carter and white,,Bedding store,Bedding store|Clothing store,http://carterandwhite.com/,5.0,6.0,1: 10 AM–11 PM|2: 10 AM–11 PM|3: 10 AM–11 PM|4: 10 AM–11 PM|5: 10 AM–11 PM|6: 4–11 PM|7: 10 AM–11 PM,['https://lh5.googleusercontent.com/p/AF1QipO2Q5KTlq4HW2fb_TEjT9ZiOk-7jv5EcrtioO2O=w408-h725-k-no'],ChIJmTB4NAADLz4R7Vkjqg4Xf38,46.6844108,24.688941,Al Olaya,Riyadh,16.0,https://lh6.googleusercontent.com/-43qTBvOe-Z0/AAAAAAAAAAI/AAAAAAAAAAA/ja_sW1GB4Nk/s44-p-k-no-ns-nd/photo.jpg,,,12212.0,,Claimed business,In-store shopping|In-store pickup|Delivery,SA|Riyadh|Harvey Nichols|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJmTB4NAADLz4R7Vkjqg4Xf38,[],
Union Communication System,+966 11 293 1387,Automation company,Automation company,,4.7,6.0,1: 9 AM–6 PM|2: 9 AM–6 PM|3: 9 AM–6 PM|4: 9 AM–6 PM|5: 9 AM–6 PM|6: Closed|7: Closed,[],ChIJGes7CMEDLz4RbMtMxGzovUA,46.6895735,24.6984554,Al Olaya,Riyadh,17.0,,,,,,Claim this business,,"SA|12213|Riyadh|MMXQ+9RP, Prince Muhammad Ibn Abd Al Aziz|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJGes7CMEDLz4RbMtMxGzovUA,[],
OKTO | Al Mamlaka,,Restaurant,Restaurant,http://www.cofoco.com/,5.0,6.0,1: 12 PM–1 AM|2: 12 PM–1 AM|3: 12 PM–1 AM|4: 12 PM–1 AM|5: 12 PM–3 AM|6: 12 PM–3 AM|7: 12 PM–1 AM,['https://lh5.googleusercontent.com/p/AF1QipN0q5Ia_Fzns1GD3Q418Z5ec4JRs9HmaRHUA5pF=w408-h544-k-no'],ChIJY99Nb-0DLz4RwmjLJw9Y60E,46.6750374,24.7126378,Al Olaya,Riyadh,18.0,https://lh5.googleusercontent.com/-vL7CluhGE4A/AAAAAAAAAAI/AAAAAAAAAAA/pL7RZVBMFQk/s44-p-k-no-ns-nd/photo.jpg,,,12271.0,,Claimed business,Dine-in|Takeout|No-contact delivery,SA|12271|Riyadh|Olaya St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJY99Nb-0DLz4RwmjLJw9Y60E,[],
ورشة شمس الدين,+966 50 816 1529,Auto repair shop,Auto repair shop,,4.7,6.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,[],ChIJzTpSnOcdLz4Roo1p9XtzdVE,46.6686274,24.6992776,Al Olaya,Riyadh,19.0,,,,12333.0,,Claim this business,,SA|Riyadh|MMX9+PF6|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJzTpSnOcdLz4Roo1p9XtzdVE,[],
Tariq Electronics Riyadh للتبريدوالتكييف,+966 59 959 4559,Air conditioning repair service,Air conditioning repair service|Appliance repair service|Electrical engineer|Electrical repair shop|Plumber,https://linktr.ee/tariqelectronicsriyadh,5.0,6.0,1: 9 AM–11 PM|2: 9 AM–11 PM|3: 9 AM–11 PM|4: 9 AM–11 PM|5: 9 AM–11 PM|6: 9 AM–11 PM|7: 9 AM–11 PM,['https://lh5.googleusercontent.com/p/AF1QipNmjFzDhblUEs-uczxuKzhrcM44XFs0dWwRqkc=w408-h725-k-no'],ChIJHbaFHi4dLz4RcNt93pN-W2o,46.6665106,24.7093212,Al Olaya,Riyadh,19.0,https://lh4.googleusercontent.com/-CveQpBdDbew/AAAAAAAAAAI/AAAAAAAAAAA/U3MxzqX8bl0/s44-p-k-no-ns-nd/photo.jpg,,,12333.0,,Claimed business,,SA|12333|Riyadh|Al Urubah Branch Rd|Al Olaya,https://instabio.cc/tariqelectronics,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJHbaFHi4dLz4RcNt93pN-W2o,[],
شركة الشيف المثالي للتجارة - مكتب الادارة العامة,+966 55 051 1274,Food products supplier,Food products supplier,http://www.perfectchefco.com/,5.0,6.0,1: 8 AM–4 PM|2: 8 AM–4 PM|3: 8 AM–4 PM|4: 8 AM–4 PM|5: 8 AM–4 PM|6: Closed|7: 8 AM–4 PM,[],ChIJo09EdQAdLz4R0HQvo7d7aiA,46.667528,24.7013954,Al Olaya,Riyadh,20.0,,,,,,Claim this business,,"SA|Riyadh|PM29+H22, Al Takhassousi|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJo09EdQAdLz4R0HQvo7d7aiA,[],
ANB ATM,+966 800 124 4040,ATM,ATM,https://www.anb.com.sa/en,3.7,6.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipPxMc5CTlDfCNJp9tWwoFZ3jHQUHH7r9jGz4ru2=w408-h544-k-no'],ChIJa-vzVdACLz4RynXvjFC7DAM,46.6782167,24.7145,Al Olaya,Riyadh,20.0,https://lh5.googleusercontent.com/-9BINiYV2l94/AAAAAAAAAAI/AAAAAAAAAAA/QzczEXyEeBk/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|Riyadh|PM7H+R7, 2341 Prince Faisal Ibn Saad Ibn Abd Al Rahman|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJa-vzVdACLz4RynXvjFC7DAM,[],
توني بونس | Toni Pons | برج المملكة,+966 50 119 9769,Shoe store,Shoe store,,3.3,6.0,1: 9:30 AM–11 PM|2: 9:30 AM–11 PM|3: 9:30 AM–11 PM|4: 9:30 AM–11 PM|5: 9:30 AM–11 PM|6: 2–11 PM|7: 9:30 AM–11 PM,['https://lh5.googleusercontent.com/p/AF1QipPGsGOVtH8CTildgs9sHqee0oD65m0BSq745f6_=w408-h544-k-no'],ChIJ4TRY_BgDLz4R7gzserQekG8,46.6744375,24.7114375,Al Olaya,Riyadh,21.0,https://lh3.googleusercontent.com/-Duk8teCoMiY/AAAAAAAAAAI/AAAAAAAAAAA/WMGok8gdoI8/s44-p-k-no-ns-nd/photo.jpg,,,12214.0,,Claimed business,Delivery,SA|12214|Riyadh|PM6F+HQ kingdoom mall|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ4TRY_BgDLz4R7gzserQekG8,[],
شركة ابداع التميز للاستشارات الهندسية,+966 55 477 9913,Architecture firm,Architecture firm,https://ebdaaeltamyuz.com/,5.0,6.0,1: 8:30 AM–5:30 PM|2: 8:30 AM–5:30 PM|3: 8:30 AM–5:30 PM|4: 8:30 AM–5:30 PM|5: 8:30 AM–5:30 PM|6: Closed|7: 8:30 AM–5:30 PM,['https://lh5.googleusercontent.com/p/AF1QipNwJkrDLz-WRImlmi-hNkCDQ8Cyw_AAgx91H52a=w426-h240-k-no'],ChIJvRgbndEDLz4RU22UNUagWPg,46.691589,24.6743465,Al Olaya,Riyadh,21.0,https://lh5.googleusercontent.com/-biNdVr2C_eA/AAAAAAAAAAI/AAAAAAAAAAA/MxUkpO8BCqs/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|11523|الرياض|طريق الملك فهد - برج النور - مقابل اتحاد الغرف التجارية|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJvRgbndEDLz4RU22UNUagWPg,[],
حصيف لتنظيم المعارض والمؤتمرات,+966 55 430 2033,Party store,Party store,https://hassef.com/,4.2,6.0,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: 9 AM–5 PM|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipMqhRKNVwblcrt_o_NxrEwrRVGmMeHAbsZv9j52=w426-h240-k-no'],ChIJ-Shw3qwdLz4RMnBdHlw-6PM,46.683688,24.704563,Al Olaya,Riyadh,23.0,https://lh4.googleusercontent.com/-ymXPt4aRRK4/AAAAAAAAAAI/AAAAAAAAAAA/Eo9YQ-Wn9Kg/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,In-store shopping|In-store pick-up|Delivery,SA|12241|Riyadh|PM3M+RFR، شارع موسى بن نصير، السليمانية|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ-Shw3qwdLz4RMnBdHlw-6PM,[],
شركة همم للمحاماة والاستشارات القانونية,+966 56 648 0888,Law firm,Law firm,,4.3,6.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipMmsC5L42SP7pBSN-h6oNad3xAjfj-xd1dvSGwA=w426-h240-k-no'],ChIJkzfZ3xwDLz4R-iqp22SR1f8,46.6744219,24.6929518,Al Olaya,Riyadh,24.0,https://lh3.googleusercontent.com/--UMvSDzmv4g/AAAAAAAAAAI/AAAAAAAAAAA/fckLWfU0sOQ/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|Riyadh|العليا،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJkzfZ3xwDLz4R-iqp22SR1f8,[],
ManiaLab Creative Agency by DOE,+966 56 264 9011,Event management company,Event management company,https://manialab.sa/,5.0,6.0,1: 9 AM–6:30 PM|2: 9 AM–6:30 PM|3: 9 AM–6:30 PM|4: 9 AM–6:30 PM|5: 9 AM–6:30 PM|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipP5hEi7kcvh2m-o5aeD9aBG6E-XZH4V04YMvbcT=w408-h408-k-no'],ChIJy0Ne6rADLz4RNstJMSlWS8w,46.6860659,24.6981962,Al Olaya,Riyadh,25.0,https://lh3.googleusercontent.com/-mFqbUSjYtAM/AAAAAAAAAAI/AAAAAAAAAAA/80pyq7buz-Y/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|12241|Riyadh|RHOB3142، 3142 الأمير محمد بن عبدالعزيز، 6167، حي العليا،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJy0Ne6rADLz4RNstJMSlWS8w,[],
متجر الطيف الفضي,+966 58 258 5131,Jewelry designer,Jewelry designer|Internet marketing service,https://altayf-shop.com/,4.2,6.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipPNeLb29dwoDjVmwWPAj3dCerRfVci0wO-lYBaS=w408-h725-k-no'],ChIJs3Qpoj0FLz4RplTfIT4yoyU,46.6773506,24.7049385,Al Olaya,Riyadh,27.0,https://lh4.googleusercontent.com/-ikJE0TIYoT0/AAAAAAAAAAI/AAAAAAAAAAA/On9E0-Fk_so/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,In-store shopping|Delivery,SA|12222|Riyadh|Al Olaya,https://altayf-shop.com/,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJs3Qpoj0FLz4RplTfIT4yoyU,[],
اختصاصي الأول لتقنية المعلومات,+966 11 216 0158,Computer store,Computer store|Computer accessories store|Computer networking service|Computer service|Computer support and services,https://fsit.com.sa/,4.7,6.0,"1: 9 AM–12 PM, 4–9 PM|2: 9 AM–12 PM, 4–9 PM|3: 9 AM–12 PM, 4–9 PM|4: 9 AM–12 PM, 4–9 PM|5: 9 AM–12 PM, 4–9 PM|6: Closed|7: 9 AM–12 PM, 4–9 PM",['https://lh5.googleusercontent.com/p/AF1QipOKXHxsqctHMV8aLB3Z1CfSyaIfpenxVfbIRjqq=w408-h272-k-no'],ChIJtys5sKUDLz4RGHtqduDAA-4,46.6909121,24.6814298,Al Olaya,Riyadh,28.0,https://lh3.googleusercontent.com/-ZuYoPT7Jnkw/AAAAAAAAAAI/AAAAAAAAAAA/7Z5RokPTvNI/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,In-store shopping|Curbside pickup|Delivery,SA|12211|Riyadh|3953|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJtys5sKUDLz4RGHtqduDAA-4,[],
شركة عزل فوم,+966 50 027 2654,Insulation materials store,Insulation materials store,https://arkan-almamlka.com/,4.3,6.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipND4frnWwG1RQOBMJ4w1xfsFAC-eHF4vryZqcyV=w408-h408-k-no'],ChIJeU1TkLYDLz4RVmLybgUcGf8,46.6775003,24.713491,Al Olaya,Riyadh,31.0,https://lh3.googleusercontent.com/--n63cXtrggQ/AAAAAAAAAAI/AAAAAAAAAAA/j8tE5W-LTD0/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,Delivery,SA|11421|Riyadh|حى الامانه طريق قوات الامن الخاصه|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJeU1TkLYDLz4RVmLybgUcGf8,[],
حوا للتجاره,+966 50 997 3328,Electronics store,Electronics store,,4.2,6.0,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: Closed|7: 9 AM–5 PM,['https://lh5.googleusercontent.com/p/AF1QipPEsVevteA4hUuUmBno6KG6LVRrUfQABXBFXXrp=w426-h240-k-no'],ChIJ7e4pN0ADLz4RO_51bl_59zM,46.6889689,24.6901071,Al Olaya,Riyadh,36.0,https://lh6.googleusercontent.com/-xXWcj5zqgA8/AAAAAAAAAAI/AAAAAAAAAAA/JJyCnrXGlmE/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,Delivery,"SA|12221|Riyadh|2511 Prince Sultan Bin Abdulaziz Rd, 2531|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ7e4pN0ADLz4RO_51bl_59zM,[],
مؤسسة ركن الشبكات التجارية NCT Networks Corner for Training. Est,,Electronics store,Electronics store|Business networking company|Electrical installation service|Fiberglass supplier,,2.7,6.0,1: 8 AM–10 PM|2: 8 AM–10 PM|3: 8 AM–10 PM|4: 8 AM–10 PM|5: 8 AM–10 PM|6: Closed|7: 8 AM–10 PM,['https://lh5.googleusercontent.com/p/AF1QipMgRir7yP67FC73T6LRrF2YIH7TPgoX7OFNVhbD=w408-h267-k-no'],ChIJYSb7SoADLz4R_SISR4vEsAc,46.6887528,24.6824649,Al Olaya,Riyadh,38.0,https://lh6.googleusercontent.com/-Q5M0QhsF0XY/AAAAAAAAAAI/AAAAAAAAAAA/hh9MqH-J7MU/s44-p-k-no-ns-nd/photo.jpg,,,12211.0,,Claimed business,In-store shopping|Curbside pickup|Delivery,SA|Riyadh|Olaya St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJYSb7SoADLz4R_SISR4vEsAc,[],
Bedayaat Nursery Al Olaya - حضانة بدايات العليا,+966 9200 16605,Nursery school,Nursery school,https://bedayaat.com.sa/,3.7,6.0,1: 7 AM–5 PM|2: 7 AM–5 PM|3: 7 AM–5 PM|4: 7 AM–5 PM|5: 7 AM–5 PM|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipPxoWM0IoVYoXeljui0O6ozc688CPjH1p5ceLza=w408-h544-k-no'],ChIJ73uRcYIDLz4R399APR0BORM,46.676939,24.7076295,Al Olaya,Riyadh,45.0,https://lh6.googleusercontent.com/-V7xLbXSazgE/AAAAAAAAAAI/AAAAAAAAAAA/OsfUjyTHYko/s44-p-k-no-ns-nd/photo.jpg,,,12214.0,,Claimed business,,SA|12214|Riyadh|Al Awsat Valley St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ73uRcYIDLz4R399APR0BORM,[],
